concert_end_hour,day_type,concert_size,weather,time_since_end_minutes,distance_to_pickup_meters,surge_multiplier
22,weekday,medium,cloudy,41,650,1.59
23,weekday,large,cloudy,76,900,1.08
21,weekend,large,cloudy,31,650,2.71
20,weekend,medium,cloudy,66,650,1.42
22,weekday,medium,cloudy,58,380,1.6
22,weekday,medium,cloudy,56,650,1.31
23,weekday,medium,rain,64,900,1.43
20,weekend,medium,cloudy,26,650,1.98
23,weekday,medium,cloudy,65,450,1.5
23,weekday,medium,cloudy,40,120,2.32
21,weekday,large,cloudy,62,380,1.46
22,weekday,small,cloudy,21,450,1.41
23,weekend,small,cloudy,3,120,2.54
21,weekday,large,cloudy,54,380,1.82
23,weekend,large,cloudy,13,650,3.5
22,weekday,medium,cloudy,80,380,1.29
21,weekday,large,cloudy,4,380,2.81
19,weekday,medium,cloudy,36,650,1.27
23,weekday,small,cloudy,36,450,1.54
22,weekday,medium,cloudy,2,380,2.42
21,weekend,medium,cloudy,88,650,1.2
21,weekday,medium,cloudy,26,450,1.75
22,weekend,medium,cloudy,51,450,2.07
21,weekday,medium,cloudy,26,380,1.87
20,weekend,small,cloudy,88,120,1.43
21,weekday,medium,clear,0,450,2.13
23,weekday,medium,cloudy,13,380,2.16
22,weekday,medium,rain,6,380,2.48
21,weekday,medium,cloudy,63,650,1.26
21,weekend,small,cloudy,0,380,1.99
23,weekday,medium,cloudy,68,380,1.61
22,weekend,small,cloudy,22,450,1.96
23,weekday,large,cloudy,38,650,2.1
22,weekday,large,cloudy,21,380,2.6
23,weekday,medium,cloudy,4,120,3.06
21,weekend,large,cloudy,73,380,1.66
21,weekday,small,cloudy,58,650,1.0
21,weekday,large,cloudy,30,380,2.09
23,weekday,medium,cloudy,41,380,1.93
22,weekend,medium,cloudy,26,900,2.14
23,weekday,small,cloudy,45,120,1.63
22,weekday,medium,cloudy,63,900,1.18
21,weekday,small,cloudy,41,380,1.28
24,weekday,large,cloudy,29,120,3.35
22,weekday,large,cloudy,47,450,1.9
20,weekday,medium,cloudy,44,120,1.72
23,weekday,medium,cloudy,56,380,1.65
22,weekend,medium,cloudy,87,380,1.64
21,weekend,small,cloudy,71,450,1.4
20,weekend,large,cloudy,54,650,1.73
21,weekday,small,cloudy,25,650,1.15
23,weekday,medium,cloudy,35,900,1.54
24,weekday,medium,cloudy,60,380,1.88
19,weekday,large,cloudy,74,120,1.39
24,weekday,large,cloudy,30,380,2.82
22,weekday,medium,cloudy,2,380,2.53
23,weekday,medium,cloudy,32,450,1.99
23,weekend,medium,cloudy,60,450,2.13
22,weekday,large,rain,80,450,1.46
22,weekend,medium,cloudy,3,380,3.03
21,weekday,medium,cloudy,58,650,1.2
23,weekday,large,cloudy,2,380,3.17
22,weekday,medium,clear,40,380,1.62
19,weekend,small,cloudy,70,450,1.14
22,weekday,medium,clear,27,120,2.25
21,weekday,medium,cloudy,28,450,1.73
22,weekday,medium,cloudy,8,450,2.06
23,weekday,large,cloudy,27,450,2.4
22,weekday,small,cloudy,20,900,1.13
22,weekday,small,cloudy,75,120,1.43
20,weekday,medium,cloudy,13,120,2.5
21,weekday,large,cloudy,7,450,2.53
22,weekend,medium,cloudy,34,450,2.33
22,weekday,medium,clear,22,450,1.85
23,weekday,medium,cloudy,45,120,2.36
21,weekday,medium,clear,42,450,1.5
23,weekday,medium,cloudy,21,650,1.82
22,weekday,large,cloudy,0,380,3.1
20,weekday,small,clear,33,380,1.26
22,weekday,medium,cloudy,19,900,1.63
24,weekend,small,cloudy,54,900,1.6
20,weekday,medium,cloudy,69,380,1.13
21,weekday,medium,cloudy,82,380,1.16
23,weekday,medium,cloudy,50,900,1.43
21,weekday,medium,cloudy,61,450,1.38
21,weekday,small,cloudy,55,450,1.26
21,weekend,small,cloudy,14,380,2.13
22,weekday,medium,cloudy,67,380,1.56
22,weekend,large,cloudy,80,650,1.43
23,weekend,medium,cloudy,29,380,2.92
22,weekday,medium,cloudy,3,380,2.49
21,weekend,medium,cloudy,66,450,1.62
23,weekday,medium,cloudy,52,120,1.93
24,weekday,medium,cloudy,86,900,1.0
23,weekend,small,cloudy,44,380,1.88
24,weekday,medium,cloudy,53,650,1.56
24,weekday,medium,cloudy,86,380,1.37
22,weekday,large,cloudy,3,900,2.16
22,weekday,small,cloudy,15,650,1.4
22,weekday,large,cloudy,27,380,2.86
22,weekend,medium,cloudy,4,650,2.73
20,weekday,small,cloudy,24,120,1.6
21,weekend,medium,cloudy,23,450,2.28
23,weekend,medium,cloudy,89,380,1.52
21,weekday,small,cloudy,3,450,1.46
22,weekday,large,cloudy,42,650,1.73
22,weekday,medium,cloudy,82,650,1.02
21,weekend,medium,cloudy,60,120,2.36
19,weekday,medium,cloudy,16,450,1.78
22,weekday,medium,cloudy,27,380,2.02
19,weekday,large,clear,23,450,1.81
21,weekday,medium,cloudy,56,120,1.55
21,weekday,medium,cloudy,66,650,1.12
21,weekday,large,cloudy,15,450,2.47
23,weekday,large,cloudy,28,450,2.68
21,weekday,large,cloudy,26,450,2.28
24,weekday,small,cloudy,7,380,1.89
23,weekend,medium,cloudy,23,650,2.49
22,weekday,medium,cloudy,53,380,1.72
21,weekday,medium,cloudy,1,450,2.23
22,weekday,small,cloudy,86,380,1.08
21,weekday,medium,cloudy,0,120,2.78
20,weekend,medium,cloudy,57,650,1.57
24,weekday,medium,cloudy,2,450,2.61
22,weekday,large,clear,74,380,1.31
23,weekend,small,cloudy,64,380,1.79
21,weekday,medium,clear,78,380,1.0
19,weekday,medium,cloudy,66,380,1.21
21,weekday,medium,cloudy,1,450,2.22
22,weekday,small,cloudy,17,380,1.53
20,weekend,medium,cloudy,40,650,1.66
22,weekend,medium,cloudy,42,120,2.68
19,weekday,medium,cloudy,40,650,1.12
21,weekday,medium,cloudy,19,650,1.67
19,weekday,large,cloudy,20,120,2.43
21,weekday,medium,cloudy,31,900,1.45
21,weekend,medium,cloudy,6,380,2.91
23,weekend,large,cloudy,81,120,2.08
21,weekend,medium,cloudy,9,380,2.67
20,weekday,medium,cloudy,46,380,1.53
22,weekend,medium,cloudy,59,450,1.84
24,weekday,large,cloudy,10,650,2.88
23,weekday,medium,cloudy,69,650,1.25
23,weekend,medium,cloudy,76,380,1.88
20,weekday,large,cloudy,12,380,2.57
22,weekday,medium,cloudy,40,380,1.9
22,weekday,medium,clear,15,380,2.02
23,weekday,medium,cloudy,9,380,2.64
23,weekday,large,clear,41,380,2.1
20,weekday,large,cloudy,33,650,1.64
23,weekday,large,rain,39,380,2.7
22,weekday,medium,cloudy,14,120,2.51
23,weekday,large,cloudy,25,450,2.95
22,weekend,small,cloudy,74,380,1.71
24,weekend,medium,cloudy,65,650,1.95
21,weekend,medium,cloudy,74,650,1.33
22,weekday,medium,cloudy,66,380,1.44
23,weekday,medium,cloudy,24,380,2.31
23,weekday,medium,cloudy,58,120,2.07
22,weekday,large,cloudy,31,120,2.94
21,weekday,medium,cloudy,68,900,1.06
19,weekday,medium,cloudy,30,380,1.5
22,weekday,small,cloudy,52,380,1.29
21,weekday,small,cloudy,7,650,1.3
21,weekday,medium,cloudy,14,120,2.24
23,weekend,medium,cloudy,72,650,1.61
22,weekend,small,cloudy,23,380,1.82
22,weekday,medium,cloudy,71,450,1.33
21,weekend,medium,cloudy,81,450,1.39
22,weekday,small,cloudy,54,900,1.0
22,weekend,medium,cloudy,89,120,1.86
24,weekday,medium,cloudy,43,120,2.47
20,weekend,medium,cloudy,60,650,1.5
23,weekday,large,rain,9,380,3.5
21,weekday,medium,cloudy,69,120,1.42
22,weekday,medium,cloudy,12,650,1.87
22,weekday,medium,cloudy,2,450,2.38
20,weekday,small,cloudy,25,380,1.28
22,weekend,small,cloudy,31,450,1.7
22,weekend,medium,cloudy,83,120,1.87
20,weekday,large,rain,20,900,2.04
23,weekday,small,cloudy,20,380,1.76
22,weekday,small,cloudy,90,450,1.02
23,weekend,medium,cloudy,21,650,2.48
20,weekday,medium,cloudy,29,380,1.85
21,weekend,small,cloudy,89,900,1.03
23,weekday,medium,cloudy,65,380,1.53
22,weekday,large,rain,39,450,2.54
20,weekday,large,clear,83,380,1.0
21,weekday,medium,cloudy,4,450,2.13
22,weekend,medium,cloudy,25,120,3.35
23,weekday,large,cloudy,3,900,2.44
24,weekday,medium,cloudy,0,450,2.83
22,weekday,small,cloudy,13,380,1.49
22,weekday,medium,cloudy,45,650,1.56
22,weekday,small,rain,11,450,1.75
20,weekday,medium,cloudy,61,650,1.09
20,weekday,medium,cloudy,75,900,1.0
22,weekday,medium,cloudy,66,380,1.65
21,weekday,small,cloudy,83,380,1.14
21,weekend,medium,cloudy,69,450,1.7
22,weekend,large,cloudy,28,650,2.75
24,weekday,large,rain,45,450,2.79
22,weekend,large,cloudy,82,450,1.65
22,weekday,medium,cloudy,82,380,1.3
22,weekend,medium,cloudy,1,450,3.06
23,weekday,medium,cloudy,57,900,1.35
22,weekday,medium,clear,49,380,1.48
20,weekday,large,cloudy,18,450,2.2
22,weekend,medium,cloudy,36,900,1.73
23,weekend,small,cloudy,41,650,1.68
20,weekday,medium,rain,76,380,1.43
21,weekend,medium,cloudy,43,380,2.15
19,weekend,medium,cloudy,26,380,2.13
20,weekday,medium,cloudy,6,120,2.42
22,weekday,medium,clear,4,120,2.42
23,weekday,large,cloudy,69,380,1.76
20,weekend,small,cloudy,57,120,1.76
21,weekday,medium,rain,56,450,1.64
22,weekday,medium,clear,60,380,1.53
23,weekday,large,cloudy,6,380,3.25
23,weekday,medium,cloudy,72,650,1.14
23,weekend,medium,cloudy,42,900,1.86
21,weekend,large,cloudy,46,450,2.29
23,weekday,large,clear,24,450,2.59
23,weekday,large,cloudy,68,120,2.03
23,weekday,large,clear,38,650,1.8
21,weekday,medium,cloudy,53,650,1.37
22,weekend,small,cloudy,57,900,1.26
23,weekday,large,cloudy,58,650,1.49
22,weekday,large,cloudy,60,650,1.49
21,weekday,medium,clear,44,450,1.4
21,weekend,small,cloudy,37,650,1.42
19,weekday,large,cloudy,47,380,1.59
21,weekday,large,cloudy,15,450,2.51
22,weekday,medium,cloudy,23,900,1.52
23,weekday,medium,cloudy,69,450,1.58
20,weekday,small,cloudy,58,380,1.14
21,weekday,large,cloudy,37,650,1.72
22,weekday,large,clear,41,450,1.95
23,weekday,medium,cloudy,38,380,2.27
24,weekday,medium,cloudy,0,650,2.39
21,weekend,large,cloudy,86,650,1.15
22,weekday,large,cloudy,69,120,1.87
22,weekday,medium,cloudy,9,380,2.36
21,weekday,small,cloudy,44,450,1.21
23,weekday,large,cloudy,83,120,1.55
23,weekend,medium,cloudy,46,380,2.55
22,weekday,large,cloudy,63,380,1.66
22,weekday,medium,cloudy,7,120,2.71
22,weekday,large,cloudy,72,380,1.59
22,weekend,medium,cloudy,17,120,3.2
24,weekday,small,cloudy,67,380,1.53
22,weekday,small,cloudy,39,650,1.19
24,weekend,medium,cloudy,36,650,2.42
21,weekday,medium,cloudy,23,450,1.86
23,weekday,medium,cloudy,46,650,1.69
22,weekend,medium,cloudy,64,650,1.58
20,weekday,large,cloudy,77,380,1.26
21,weekday,medium,clear,69,120,1.35
22,weekend,medium,cloudy,71,650,1.48
22,weekend,small,cloudy,2,650,1.77
21,weekday,large,cloudy,9,120,3.23
23,weekday,medium,cloudy,27,650,1.85
22,weekday,small,cloudy,65,380,1.25
23,weekday,medium,cloudy,23,450,2.15
22,weekday,medium,cloudy,9,120,3.01
21,weekday,large,cloudy,11,120,3.33
23,weekday,medium,cloudy,44,650,1.75
21,weekend,medium,cloudy,63,380,1.88
20,weekday,medium,rain,7,380,2.49
22,weekday,large,cloudy,47,650,1.69
21,weekday,medium,rain,35,650,1.69
23,weekday,medium,clear,45,380,1.58
23,weekday,medium,cloudy,14,650,1.99
23,weekend,large,cloudy,38,450,3.04
21,weekday,medium,cloudy,25,450,1.87
22,weekday,small,cloudy,48,120,1.71
22,weekend,small,cloudy,50,380,1.69
23,weekend,medium,cloudy,14,380,3.15
22,weekday,medium,cloudy,74,650,1.18
23,weekday,medium,cloudy,81,900,1.07
22,weekday,small,cloudy,36,120,1.73
22,weekend,medium,cloudy,46,380,2.36
21,weekday,small,cloudy,51,120,1.54
21,weekend,large,cloudy,56,450,2.11
21,weekend,medium,cloudy,70,650,1.4
20,weekend,small,cloudy,74,380,1.38
23,weekday,medium,cloudy,18,900,1.59
21,weekday,medium,rain,49,380,1.77
23,weekend,medium,cloudy,44,120,2.77
22,weekend,medium,cloudy,22,380,2.34
19,weekday,small,cloudy,83,900,1.0
23,weekday,medium,cloudy,0,380,2.86
22,weekend,medium,cloudy,26,650,2.17
23,weekday,small,cloudy,60,380,1.32
23,weekday,small,cloudy,40,450,1.44
23,weekday,medium,cloudy,46,120,2.02
20,weekend,medium,cloudy,48,450,1.74
22,weekend,medium,cloudy,49,650,1.94
23,weekday,medium,cloudy,38,900,1.5
23,weekday,small,cloudy,83,380,1.29
22,weekend,medium,cloudy,0,450,3.28
22,weekday,medium,cloudy,80,450,1.32
22,weekend,large,cloudy,74,380,2.11
22,weekday,large,cloudy,48,380,2.16
22,weekend,small,cloudy,44,120,1.91
23,weekday,medium,cloudy,86,650,1.03
23,weekday,large,cloudy,51,650,1.94
23,weekday,small,cloudy,38,450,1.54
22,weekday,large,cloudy,49,650,1.82
21,weekday,medium,cloudy,64,380,1.36
20,weekday,small,cloudy,42,380,1.25
20,weekday,medium,cloudy,49,650,1.26
21,weekday,medium,cloudy,5,380,2.17
22,weekend,large,cloudy,35,450,2.87
22,weekday,large,cloudy,37,120,2.79
22,weekend,small,cloudy,89,380,1.57
21,weekday,medium,cloudy,20,120,2.36
22,weekday,medium,clear,83,380,1.09
22,weekend,small,cloudy,66,650,1.28
24,weekday,medium,cloudy,76,450,1.4
22,weekday,large,cloudy,66,380,1.55
24,weekday,small,cloudy,29,450,1.6
24,weekend,small,cloudy,62,650,1.69
19,weekday,small,cloudy,68,650,1.0
21,weekday,large,cloudy,48,900,1.43
22,weekday,medium,cloudy,42,380,1.73
23,weekend,small,cloudy,42,380,1.81
21,weekday,small,cloudy,39,380,1.26
23,weekday,medium,clear,86,380,1.06
22,weekday,small,cloudy,11,380,1.68
24,weekend,medium,cloudy,73,380,2.04
22,weekend,small,cloudy,19,450,1.86
20,weekday,medium,cloudy,71,380,1.14
19,weekday,small,cloudy,19,380,1.33
24,weekday,medium,cloudy,20,380,2.68
19,weekend,medium,cloudy,52,450,1.63
22,weekday,medium,cloudy,15,900,1.71
20,weekday,large,cloudy,76,380,1.26
23,weekday,large,cloudy,38,380,2.55
19,weekend,large,cloudy,8,450,3.0
21,weekday,medium,cloudy,23,120,2.38
23,weekday,large,cloudy,39,120,2.47
21,weekday,medium,cloudy,81,120,1.38
21,weekday,small,cloudy,59,380,1.26
22,weekend,large,cloudy,89,900,1.1
21,weekday,medium,cloudy,65,380,1.49
21,weekday,medium,cloudy,66,450,1.38
23,weekend,medium,cloudy,78,650,1.41
22,weekday,medium,cloudy,6,900,1.73
21,weekday,medium,cloudy,58,450,1.42
21,weekday,small,cloudy,6,380,1.48
22,weekday,large,cloudy,60,380,1.79
20,weekday,large,cloudy,61,650,1.17
21,weekday,medium,rain,53,380,1.71
22,weekday,medium,cloudy,70,650,1.17
22,weekday,medium,cloudy,3,450,2.33
23,weekend,medium,cloudy,44,380,2.46
22,weekday,medium,cloudy,29,650,1.57
20,weekday,medium,cloudy,28,380,1.94
22,weekday,medium,clear,90,380,1.0
22,weekend,medium,cloudy,2,380,3.13
21,weekday,small,cloudy,27,450,1.26
22,weekday,medium,clear,56,380,1.57
22,weekday,large,cloudy,9,650,2.39
22,weekend,large,cloudy,40,120,3.33
21,weekend,large,cloudy,26,380,2.96
21,weekday,medium,cloudy,43,380,1.7
22,weekday,large,cloudy,29,900,1.87
22,weekend,small,cloudy,48,380,1.78
22,weekend,medium,cloudy,47,650,1.98
22,weekend,large,cloudy,87,380,1.52
23,weekday,medium,cloudy,12,900,1.74
22,weekday,small,cloudy,80,380,1.18
23,weekday,large,cloudy,76,450,1.44
22,weekend,medium,cloudy,29,900,2.15
21,weekday,small,cloudy,74,380,1.24
22,weekday,large,cloudy,7,120,3.5
22,weekend,large,cloudy,60,650,2.05
22,weekend,medium,cloudy,36,120,2.81
22,weekday,small,cloudy,37,650,1.1
21,weekday,small,cloudy,49,450,1.14
22,weekday,small,cloudy,86,380,1.06
23,weekday,large,rain,64,120,2.49
21,weekday,medium,cloudy,44,650,1.34
20,weekday,small,cloudy,33,380,1.23
19,weekday,large,cloudy,85,120,1.08
23,weekday,small,cloudy,2,450,1.62
22,weekend,medium,cloudy,30,650,2.2
22,weekday,medium,cloudy,24,120,2.18
22,weekday,large,cloudy,43,450,2.13
19,weekday,medium,cloudy,61,120,1.5
22,weekday,medium,rain,72,380,1.61
22,weekend,medium,cloudy,84,120,1.97
21,weekend,small,cloudy,62,450,1.47
19,weekend,medium,cloudy,2,120,3.09
20,weekday,small,clear,22,650,1.0
23,weekday,small,cloudy,19,650,1.3
19,weekend,medium,cloudy,83,450,1.2
21,weekday,small,clear,52,380,1.09
23,weekday,small,clear,68,120,1.32
23,weekday,large,cloudy,35,380,2.66
23,weekend,large,cloudy,46,900,2.23
23,weekend,medium,cloudy,29,120,3.18
21,weekday,large,cloudy,45,120,2.16
21,weekday,large,cloudy,15,120,3.21
21,weekend,large,cloudy,34,380,2.38
22,weekday,small,cloudy,61,650,1.1
22,weekday,medium,cloudy,89,120,1.37
21,weekend,large,cloudy,45,450,2.44
22,weekday,medium,cloudy,9,120,2.82
21,weekend,large,cloudy,46,120,2.83
24,weekday,large,cloudy,75,380,1.6
22,weekend,medium,cloudy,57,900,1.47
22,weekday,large,cloudy,14,120,3.49
22,weekday,medium,cloudy,45,120,2.04
22,weekend,small,cloudy,13,380,2.04
21,weekday,large,cloudy,9,450,2.5
20,weekday,large,cloudy,13,120,2.87
23,weekday,medium,cloudy,44,380,1.87
21,weekday,medium,cloudy,61,650,1.29
22,weekday,large,clear,11,120,2.91
22,weekday,medium,cloudy,38,380,1.91
20,weekday,medium,rain,27,120,2.43
21,weekday,medium,cloudy,21,380,1.84
24,weekday,medium,rain,85,650,1.29
21,weekday,medium,cloudy,9,380,2.3
23,weekday,large,cloudy,80,120,1.64
23,weekday,medium,cloudy,74,380,1.47
23,weekday,medium,cloudy,24,650,1.9
20,weekend,small,cloudy,34,450,1.66
22,weekday,medium,cloudy,44,900,1.24
21,weekday,small,clear,21,380,1.3
22,weekday,small,clear,60,450,1.11
21,weekday,medium,cloudy,12,450,1.9
23,weekday,small,cloudy,36,380,1.67
20,weekday,large,rain,42,120,2.56
21,weekend,large,cloudy,33,380,2.83
22,weekday,medium,cloudy,74,650,1.08
23,weekday,medium,cloudy,4,900,1.84
23,weekday,medium,cloudy,19,120,2.63
21,weekday,medium,cloudy,37,650,1.51
22,weekday,medium,cloudy,11,450,2.13
21,weekday,medium,cloudy,55,380,1.49
21,weekend,large,cloudy,43,900,1.97
22,weekday,medium,cloudy,3,120,2.93
21,weekday,medium,cloudy,73,650,1.07
20,weekday,medium,cloudy,56,450,1.18
22,weekday,medium,rain,54,450,1.8
22,weekday,large,cloudy,9,380,3.08
22,weekday,medium,cloudy,76,380,1.45
21,weekday,large,cloudy,79,450,1.27
19,weekday,small,cloudy,13,380,1.33
24,weekday,medium,cloudy,7,900,1.92
22,weekday,medium,cloudy,5,380,2.26
23,weekday,medium,clear,54,900,1.1
23,weekday,small,cloudy,33,650,1.26
20,weekend,medium,cloudy,50,900,1.42
20,weekday,small,clear,34,120,1.29
20,weekday,medium,cloudy,4,650,1.67
22,weekday,large,rain,58,450,2.05
21,weekday,small,cloudy,3,380,1.54
22,weekend,small,cloudy,88,900,1.09
20,weekend,medium,cloudy,55,650,1.55
24,weekend,small,cloudy,1,650,2.05
23,weekend,small,cloudy,54,450,1.83
22,weekday,large,cloudy,10,380,2.87
21,weekend,large,cloudy,25,380,2.71
21,weekday,large,cloudy,6,380,2.73
22,weekend,medium,cloudy,61,650,1.63
21,weekday,small,cloudy,80,120,1.27
22,weekend,medium,cloudy,86,120,1.9
21,weekday,medium,cloudy,19,120,2.36
23,weekend,medium,cloudy,43,650,2.14
22,weekday,large,cloudy,33,450,2.2
21,weekday,large,cloudy,30,450,2.24
22,weekday,large,cloudy,57,380,1.9
22,weekday,small,cloudy,18,120,1.88
21,weekday,medium,cloudy,43,120,2.1
21,weekday,small,cloudy,61,450,1.09
22,weekend,small,cloudy,69,450,1.76
23,weekday,small,cloudy,29,900,1.15
23,weekday,medium,cloudy,33,120,2.48
20,weekday,large,cloudy,36,650,1.76
21,weekend,medium,cloudy,36,380,2.28
22,weekend,small,cloudy,52,650,1.39
23,weekend,medium,cloudy,70,650,1.66
22,weekday,large,cloudy,63,650,1.51
22,weekday,medium,cloudy,62,380,1.43
20,weekday,large,clear,42,450,1.66
23,weekday,small,cloudy,88,120,1.52
22,weekend,small,cloudy,29,120,2.15
19,weekday,medium,cloudy,48,380,1.35
20,weekend,medium,cloudy,44,900,1.52
20,weekday,medium,cloudy,87,450,1.0
23,weekday,medium,cloudy,2,380,2.71
21,weekday,medium,cloudy,7,650,1.83
22,weekday,large,cloudy,77,650,1.14
23,weekday,large,clear,30,380,2.48
22,weekend,small,cloudy,8,380,2.15
22,weekday,large,cloudy,10,120,3.31
22,weekday,medium,cloudy,27,650,1.63
22,weekday,small,cloudy,69,650,1.01
20,weekday,medium,cloudy,84,380,1.02
21,weekday,large,cloudy,15,650,2.16
22,weekday,medium,cloudy,50,120,1.99
23,weekday,medium,cloudy,9,380,2.79
21,weekday,small,cloudy,20,900,1.04
20,weekday,medium,cloudy,23,450,1.83
22,weekday,small,cloudy,90,380,1.19
22,weekday,medium,cloudy,51,380,1.76
23,weekday,large,cloudy,65,900,1.29
22,weekend,medium,cloudy,25,450,2.7
22,weekday,small,cloudy,16,650,1.28
23,weekend,small,cloudy,19,650,1.83
21,weekday,large,cloudy,24,650,1.98
24,weekday,medium,cloudy,25,650,2.07
21,weekday,medium,cloudy,58,380,1.52
23,weekend,large,cloudy,64,120,2.93
20,weekday,large,cloudy,5,380,2.43
19,weekend,small,cloudy,43,380,1.41
23,weekday,medium,cloudy,14,380,2.36
19,weekday,medium,cloudy,59,900,1.0
21,weekday,medium,rain,29,450,2.25
24,weekday,small,cloudy,69,650,1.22
19,weekday,large,cloudy,37,120,2.15
22,weekday,large,cloudy,1,650,2.53
21,weekend,small,cloudy,13,650,1.62
19,weekday,large,cloudy,51,650,1.37
23,weekend,medium,cloudy,43,380,2.67
21,weekday,medium,clear,74,450,1.0
23,weekday,large,cloudy,74,120,1.99
23,weekend,small,cloudy,72,380,1.69
22,weekday,large,cloudy,54,120,2.25
21,weekday,large,cloudy,72,380,1.41
22,weekend,medium,cloudy,81,380,1.9
21,weekday,medium,cloudy,64,380,1.48
22,weekday,large,cloudy,18,120,3.39
21,weekend,medium,cloudy,72,380,1.78
21,weekday,medium,cloudy,69,650,1.13
21,weekday,large,cloudy,4,650,2.24
22,weekend,large,cloudy,6,650,2.95
24,weekend,medium,cloudy,53,380,2.62
21,weekday,small,cloudy,35,380,1.42
21,weekday,medium,cloudy,7,380,2.15
21,weekend,small,cloudy,18,120,2.24
21,weekend,large,cloudy,11,450,3.5
21,weekday,medium,cloudy,29,120,2.15
22,weekday,medium,clear,30,380,1.85
20,weekday,large,cloudy,75,450,1.2
20,weekday,medium,cloudy,60,900,1.0
19,weekday,medium,cloudy,7,120,2.05
23,weekend,small,cloudy,42,380,2.09
20,weekend,large,cloudy,85,650,1.13
21,weekday,small,cloudy,16,900,1.16
22,weekend,medium,cloudy,87,650,1.26
21,weekday,large,cloudy,12,380,2.52
22,weekday,medium,cloudy,44,450,1.67
23,weekend,medium,cloudy,53,650,1.92
23,weekend,medium,cloudy,36,380,2.85
23,weekday,medium,cloudy,73,450,1.54
24,weekday,large,cloudy,39,650,2.42
23,weekday,medium,cloudy,0,380,2.63
24,weekend,small,cloudy,4,120,2.9
22,weekday,small,cloudy,41,380,1.38
22,weekday,large,cloudy,24,380,2.7
24,weekday,medium,cloudy,25,120,2.56
20,weekend,medium,cloudy,46,450,1.91
22,weekend,large,cloudy,20,650,3.04
22,weekend,large,cloudy,84,380,1.56
24,weekday,medium,cloudy,26,650,1.98
19,weekday,medium,cloudy,50,380,1.27
22,weekend,medium,cloudy,69,120,2.04
20,weekend,medium,cloudy,14,650,1.9
23,weekend,medium,cloudy,77,380,1.95
22,weekday,small,cloudy,81,120,1.34
19,weekday,medium,clear,62,380,1.22
21,weekday,medium,cloudy,53,450,1.47
21,weekend,medium,cloudy,66,450,1.82
23,weekday,medium,cloudy,37,650,1.58
22,weekday,medium,clear,36,380,1.83
21,weekend,medium,cloudy,32,650,1.91
22,weekday,large,cloudy,48,450,2.09
22,weekday,medium,cloudy,29,650,1.81
22,weekend,large,cloudy,52,380,2.67
23,weekday,large,cloudy,5,380,3.25
22,weekday,medium,cloudy,52,380,1.61
22,weekday,medium,clear,66,900,1.0
22,weekend,medium,cloudy,5,380,3.38
22,weekday,medium,cloudy,62,650,1.31
21,weekday,medium,cloudy,50,120,1.85
22,weekday,large,cloudy,4,650,2.45
23,weekday,small,cloudy,55,450,1.37
21,weekday,large,cloudy,57,650,1.53
23,weekend,medium,cloudy,12,650,2.72
23,weekday,medium,cloudy,60,650,1.32
22,weekend,small,cloudy,2,120,2.5
23,weekday,large,cloudy,21,900,1.97
23,weekend,medium,cloudy,37,380,2.77
23,weekday,small,cloudy,63,450,1.29
23,weekend,medium,cloudy,30,450,3.08
23,weekday,medium,cloudy,10,120,2.99
23,weekday,large,cloudy,13,650,2.6
24,weekday,medium,cloudy,58,900,1.38
21,weekday,small,cloudy,46,380,1.43
20,weekday,medium,cloudy,31,380,1.73
21,weekday,large,cloudy,56,380,1.55
22,weekday,medium,cloudy,73,900,1.09
23,weekday,large,cloudy,20,380,2.95
22,weekday,medium,cloudy,10,450,2.21
19,weekday,medium,cloudy,43,380,1.43
24,weekday,small,cloudy,12,450,1.69
20,weekday,small,cloudy,37,120,1.47
22,weekday,medium,cloudy,20,450,2.04
21,weekday,large,cloudy,66,120,1.91
22,weekday,small,cloudy,14,900,1.11
23,weekday,small,clear,49,450,1.3
24,weekday,small,cloudy,55,380,1.44
19,weekend,large,cloudy,90,380,1.08
22,weekday,large,cloudy,69,650,1.31
20,weekday,medium,cloudy,17,380,2.18
22,weekday,large,cloudy,12,380,2.66
22,weekday,medium,clear,80,120,1.31
22,weekday,medium,cloudy,34,650,1.7
22,weekday,large,cloudy,14,650,2.44
22,weekday,large,cloudy,36,380,2.29
19,weekday,medium,cloudy,35,650,1.36
24,weekday,large,cloudy,64,650,1.5
23,weekday,small,cloudy,5,120,2.14
20,weekend,large,cloudy,67,650,1.66
21,weekday,medium,cloudy,52,120,1.62
19,weekday,large,cloudy,85,120,1.17
23,weekday,medium,cloudy,42,120,2.26
19,weekend,medium,cloudy,60,650,1.33
20,weekday,small,clear,5,380,1.11
23,weekday,small,cloudy,68,650,1.07
20,weekday,medium,cloudy,28,120,1.71
21,weekday,small,clear,26,650,1.04
20,weekday,medium,cloudy,36,380,1.49
24,weekday,small,cloudy,90,900,1.0
23,weekday,medium,cloudy,75,450,1.49
23,weekday,small,cloudy,71,450,1.3
21,weekend,small,cloudy,86,450,1.3
23,weekday,small,cloudy,62,650,1.16
22,weekend,medium,cloudy,24,650,2.14
21,weekday,medium,rain,79,900,1.0
21,weekday,medium,clear,34,650,1.35
24,weekday,medium,cloudy,15,650,2.25
21,weekday,medium,cloudy,82,120,1.41
20,weekday,large,cloudy,71,650,1.07
21,weekday,small,cloudy,27,450,1.42
22,weekday,medium,cloudy,68,900,1.1
24,weekday,large,clear,87,380,1.19
